序号,公司名称,链接,板块,状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期
9,佛山水务环保股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003271,主板,终止(撤回),广东,水的生产和供应业,"
               中信证券 
                               
          ",北京市康达律师事务所,容诚会计师事务所（特殊普通合伙）,2025/1/4,2023/5/30
10,浙江德斯泰新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003432,创业板,终止(撤回),浙江,橡胶和塑料制品业,"
               国投证券 
                               
          ",上海市锦天城律师事务所,中汇会计师事务所（特殊普通合伙）,2025/1/3,2023/6/27
11,江苏米格新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003309,创业板,终止(撤回),江苏,非金属矿物制品业,"
               民生证券 
                               
          ",上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2024/12/31,2023/6/27
12,浙江科峰有机硅股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002361,创业板,终止(撤回),浙江,化学原料和化学制品制造业,"
               国金证券 
                               
          ",上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2024/12/8,2022/6/30
13,筠诚和瑞环境科技集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002279,创业板,终止(撤回),广东,生态保护和环境治理业,"
               中金公司 
                               
          ",北京市嘉源律师事务所,容诚会计师事务所（特殊普通合伙）,2024/12/5,2022/6/27
14,长春海谱润斯科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003132,创业板,终止(撤回),吉林,计算机、通信和其他电子设备制造业,"
               国金证券 
                               
          ",北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2024/12/3,2023/4/4
15,芜湖佳宏新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002325,创业板,终止(撤回),安徽,电气机械和器材制造业,"
               长江承销 
                               
          ",北京市康达律师事务所,容诚会计师事务所（特殊普通合伙）,2024/12/1,2022/6/29
16,杭州衡泰技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002302,创业板,终止(撤回),浙江,软件和信息技术服务业,"
               中信证券 
                               
          ",北京市金杜律师事务所,立信会计师事务所（特殊普通合伙）,2024/11/28,2022/6/29
17,山东泰丰智能控制股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002264,创业板,终止(撤回),山东,通用设备制造业,"
               第一创业承销保荐 
                               
          ",北京市康达律师事务所,和信会计师事务所（特殊普通合伙）,2024/11/21,2022/8/11
18,北京天助畅运医疗技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002174,创业板,终止(撤回),北京,专用设备制造业,"
               国信证券 
                               
          ",北京市君合律师事务所,容诚会计师事务所（特殊普通合伙）,2024/11/19,2022/6/27
19,深圳市鑫信腾科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002281,创业板,终止(撤回),广东,专用设备制造业,"
               民生证券 
                               
          ",北京德恒律师事务所,容诚会计师事务所（特殊普通合伙）,2024/11/14,2022/6/24
20,江西施美药业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003205,创业板,终止(撤回),江西,研究和试验发展,"
               国金证券 
                               
          ",北京浩天律师事务所,天职国际会计师事务所（特殊普通合伙）,2024/11/9,2023/6/28
21,广州致远电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003342,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               中信证券 
                               
          ",北京国枫律师事务所,广东司农会计师事务所（特殊普通合伙）,2024/11/7,2023/6/21
22,扬州万方科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002216,创业板,终止(撤回),江苏,计算机、通信和其他电子设备制造业,"
               招商证券 
                               
          ",国浩律师（南京）事务所,中天运会计师事务所（特殊普通合伙）,2024/11/5,2022/6/30
23,成都万创科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002169,创业板,终止(撤回),四川,计算机、通信和其他电子设备制造业,"
               申万宏源承销保荐 
                               
          ",北京市中伦律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2024/11/2,2022/6/22
24,上海龙创汽车设计股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003364,创业板,终止(撤回),上海,专业技术服务业,"
               华林证券 
                               
          ",上海市广发律师事务所,立信会计师事务所(特殊普通合伙),2024/10/31,2023/6/16
25,日日顺供应链科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001406,创业板,终止(撤回),山东,商务服务业,"
               中金公司 
                
                      招商证券 
                               
          ",北京市嘉源律师事务所,安永华明会计师事务所（特殊普通合伙）,2024/10/29,2021/5/12
26,江苏知原药业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003162,主板,终止(撤回),江苏,医药制造业,"
               安信证券 
                               
          ",北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2024/10/21,2023/4/13
27,苏州嘉诺环境科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002309,创业板,终止(撤回),江苏,专用设备制造业,"
               华泰联合 
                               
          ",北京市嘉源律师事务所,天职国际会计师事务所（特殊普通合伙）,2024/10/15,2022/6/27
28,安徽久易农业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002278,创业板,终止(撤回),安徽,化学原料和化学制品制造业,"
               国元证券 
                               
          ",北京市天元律师事务所,大信会计师事务所（特殊普通合伙）,2024/10/12,2022/6/23
29,上海汉兴能源科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003404,创业板,终止(撤回),上海,通用设备制造业,"
               长江承销 
                               
          ",国浩律师（上海）事务所,众华会计师事务所（特殊普通合伙）,2024/9/29,2023/6/30
30,上海盛普流体设备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002294,创业板,终止(撤回),上海,专用设备制造业,"
               海通证券 
                               
          ",上海磐明律师事务所,大信会计师事务所（特殊普通合伙）,2024/9/28,2022/6/29
31,苏州百胜动力机器股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002106,创业板,终止(撤回),江苏,铁路、船舶、航空航天和其他运输设备制造业,"
               中航证券 
                               
          ",北京海润天睿律师事务所,容诚会计师事务所（特殊普通合伙）,2024/9/26,2022/6/16
32,广东芬尼科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003060,主板,终止(撤回),广东,电气机械和器材制造业,"
               中信证券 
                               
          ",北京市君合律师事务所,天健会计师事务所（特殊普通合伙）,2024/9/25,2023/3/3
33,北京高威科电气技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002329,创业板,终止(撤回),北京,批发业,"
               海通证券 
                               
          ",北京海润天睿律师事务所,信永中和会计师事务所（特殊普通合伙）,2024/9/24,2022/6/30
34,北京开科唯识技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002559,创业板,终止(撤回),北京,软件和信息技术服务业,"
               中信建投 
                               
          ",北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2024/9/22,2022/12/15
35,洛阳中超新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003304,创业板,终止(撤回),河南,非金属矿物制品业,"
               海通证券 
                               
          ",国浩律师（上海）事务所,立信会计师事务所（特殊普通合伙）,2024/9/20,2023/6/6
36,机械工业第九设计研究院股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002192,创业板,终止(撤回),吉林,专业技术服务业,"
               中信建投 
                               
          ",上海市广发律师事务所,大信会计师事务所（特殊普通合伙）,2024/9/18,2022/6/14
37,广东图特精密五金科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003414,主板,终止(撤回),广东,金属制品业,"
               民生证券 
                               
          ",北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2024/9/14,2023/6/26
38,杭州景杰生物科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002365,创业板,终止(撤回),浙江,专业技术服务业,"
               中信证券 
                               
          ",北京市君合律师事务所,天健会计师事务所（特殊普通合伙）,2024/9/11,2022/6/30
39,欧菲斯集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003460,主板,终止(撤回),重庆,批发业,"
               广发证券 
                               
          ",上海东方华银律师事务所,天健会计师事务所（特殊普通合伙）,2024/9/7,2023/6/28
40,山东百诺医药股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003360,创业板,终止(撤回),山东,研究和试验发展,"
               中金公司 
                               
          ",北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2024/9/5,2023/6/20
41,格林生物科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003283,创业板,终止(撤回),浙江,化学原料和化学制品制造业,"
               长江承销 
                               
          ",国浩律师（杭州）事务所,中汇会计师事务所（特殊普通合伙）,2024/9/3,2023/6/2
42,安徽大昌科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003442,创业板,终止(撤回),安徽,汽车制造业,"
               国元证券 
                               
          ",国浩律师（合肥）事务所,容诚会计师事务所（特殊普通合伙）,2024/8/30,2023/6/27
43,东莞市贝特电子科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003314,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               民生证券 
                               
          ",湖南启元律师事务所,中汇会计师事务所（特殊普通合伙）,2024/8/28,2023/6/27
44,浙江中控信息产业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003426,创业板,终止(撤回),浙江,软件和信息技术服务业,"
               中金公司 
                               
          ",北京市金杜律师事务所,天健会计师事务所（特殊普通合伙）,2024/8/26,2023/6/28
45,苏州鸿安机械股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002347,创业板,终止(撤回),江苏,通用设备制造业,"
               中信证券 
                               
          ",上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2024/8/23,2022/6/30
46,苏州亚德林股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002170,创业板,终止(撤回),江苏,金属制品业,"
               东吴证券 
                               
          ",北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2024/8/21,2022/6/28
47,力高（山东）新能源技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003411,创业板,终止(撤回),山东,电气机械和器材制造业,"
               海通证券 
                               
          ",安徽天禾律师事务所,容诚会计师事务所（特殊普通合伙）,2024/8/19,2023/6/26
48,一道新能源科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003728,创业板,终止(撤回),浙江,电气机械和器材制造业,"
               国金证券 
                               
          ",北京市安理律师事务所,天健会计师事务所（特殊普通合伙）,2024/8/16,2023/12/29
49,埃索凯科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002238,创业板,终止(撤回),湖南,化学原料和化学制品制造业,"
               中信建投 
                               
          ",北京德恒律师事务所,天职国际会计师事务所（特殊普通合伙）,2024/8/9,2022/6/21
50,河北一品制药股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002295,创业板,终止(撤回),河北,医药制造业,"
               中信建投 
                               
          ",北京市中伦律师事务所,天职国际会计师事务所（特殊普通合伙）,2024/8/7,2022/6/29
